year,month,state_code,boys_total,girls_total,mother_age_20_24,mother_age_25_29,mother_age_30_34,mother_age_35_39,mother_age_40_plus,mother_age_under_20
1991,4,51.0,287,282,175,175,104,37,3,75
1991,4,52.0,0,1,0,1,0,0,0,0
1991,4,53.0,1,3,0,1,3,0,0,0
1991,4,55.0,1,2,1,0,2,0,0,0
1991,4,57.0,160,147,81,107,63,21,4,31
1991,4,59.0,29,26,7,26,13,8,1,0
1991,5,1.0,2631,2580,1590,1494,909,288,36,894
1991,5,2.0,551,484,261,297,231,107,19,120
1991,5,3.0,2961,2750,1701,1617,1135,357,57,844
1991,5,4.0,1479,1382,964,794,402,130,15,556
1991,5,5.0,25955,24829,13208,14864,11242,4735,863,5872
1991,5,6.0,2478,2312,1185,1406,1156,425,66,552
1991,5,7.0,2220,2096,779,1350,1326,466,64,331
1991,5,8.0,499,488,261,335,203,63,9,116
1991,5,9.0,548,449,276,252,197,76,26,170
1991,5,10.0,8302,7822,4201,4930,3385,1266,178,2164
1991,5,11.0,4595,4571,2756,2626,1710,574,82,1418
1991,5,12.0,858,799,456,488,351,187,30,145
1991,5,13.0,822,782,483,473,301,119,18,210
1991,5,14.0,8564,8187,3964,5114,3912,1410,210,2141
1991,5,15.0,3822,3603,2142,2274,1493,441,39,1036
1991,5,16.0,1727,1706,911,1171,751,241,25,334
1991,5,17.0,1652,1643,902,1046,721,221,26,379
1991,5,18.0,2390,2327,1480,1403,747,250,27,810
1991,5,19.0,2930,2823,1775,1670,961,322,36,989
1991,5,20.0,771,735,432,498,303,113,11,149
1991,5,21.0,3528,3348,1534,2132,1710,666,109,725
1991,5,22.0,4088,3894,1498,2505,2353,880,132,614
1991,5,23.0,6923,6586,3476,4178,3021,927,133,1774
1991,5,24.0,3140,2904,1225,2177,1573,503,93,473
1991,5,25.0,1775,1634,1104,903,517,157,30,698
1991,5,26.0,3475,3452,1815,2236,1367,500,76,933
1991,5,27.0,510,501,279,309,208,85,11,119
1991,5,28.0,1111,1064,564,778,491,149,18,175
1991,5,29.0,967,910,525,564,362,155,24,247
1991,5,30.0,741,747,322,500,421,138,20,87
1991,5,31.0,5346,5174,2009,3253,3125,1129,163,841
1991,5,32.0,1240,1208,707,680,483,158,24,396
1991,5,33.0,12974,12330,5383,7997,6605,2620,455,2244
1991,5,34.0,4441,4224,2616,2510,1619,509,64,1347
1991,5,35.0,368,396,193,249,182,61,8,71
1991,5,36.0,7589,6993,4044,4414,2985,966,158,2015
1991,5,37.0,2119,1928,1355,1127,626,224,22,693
1991,5,38.0,1992,1924,1013,1181,820,354,67,481
1991,5,39.0,7514,7404,3476,4759,3711,1253,178,1541
1991,5,40.0,694,619,277,441,344,111,16,124
1991,5,41.0,2433,2355,1486,1369,829,294,36,774
1991,5,42.0,488,454,250,316,196,70,12,98
1991,5,43.0,3202,3092,1923,1754,1083,366,48,1120
1991,5,44.0,13609,13000,7758,7660,4942,1828,272,4149
1991,5,45.0,1645,1612,1011,986,649,252,39,320
1991,5,46.0,347,355,159,226,170,64,16,67
1991,5,47.0,4205,4104,2054,2550,1955,691,105,954
1991,5,48.0,3687,3552,1854,2176,1679,645,112,773
1991,5,49.0,1021,932,672,510,305,110,15,341
1991,5,50.0,3345,3193,1518,2224,1608,457,82,649
1991,5,51.0,300,302,198,147,124,40,9,84
1991,5,52.0,1,1,1,0,1,0,0,0
1991,5,53.0,3,3,0,1,2,2,1,0
1991,5,54.0,2,1,0,1,2,0,0,0
1991,5,55.0,5,4,0,4,3,2,0,0
1991,5,57.0,155,134,79,103,62,14,2,29
1991,5,59.0,26,26,12,12,15,7,3,3
1991,6,1.0,2504,2424,1624,1374,760,252,33,885
1991,6,2.0,494,482,275,289,192,96,23,101
1991,6,3.0,2840,2585,1609,1576,1018,369,45,808
1991,6,4.0,1422,1313,922,743,386,117,12,555
1991,6,5.0,25367,24209,12738,14527,10980,4668,849,5814
1991,6,6.0,2334,2189,1102,1354,1090,425,66,486
1991,6,7.0,2109,1971,725,1339,1215,434,48,319
1991,6,8.0,453,442,238,303,192,67,3,92
1991,6,9.0,478,436,239,219,176,88,20,172
1991,6,10.0,7753,7260,4053,4462,3149,1132,188,2029
1991,6,11.0,4424,4178,2582,2410,1595,514,85,1416
1991,6,12.0,821,734,390,459,363,158,26,159
1991,6,13.0,753,715,405,457,271,111,19,205
1991,6,14.0,8048,7727,3831,4776,3682,1304,161,2021
1991,6,15.0,3595,3348,2073,2124,1304,380,57,1005
1991,6,16.0,1525,1564,840,1053,665,187,23,321
1991,6,17.0,1491,1540,889,930,596,198,33,385
1991,6,18.0,2202,2091,1414,1238,648,238,31,724
1991,6,19.0,2861,2640,1689,1573,921,336,53,929
1991,6,20.0,738,688,416,441,283,107,18,161
1991,6,21.0,3371,3114,1504,1995,1641,620,90,635
1991,6,22.0,3772,3573,1423,2334,2085,811,112,580
1991,6,23.0,6380,5992,3280,3894,2665,830,98,1605
1991,6,24.0,2824,2694,1100,1981,1443,497,63,434
1991,6,25.0,1688,1611,1122,855,454,153,19,696
1991,6,26.0,3255,3125,1773,1920,1326,411,63,887
1991,6,27.0,490,492,282,294,213,80,8,105
1991,6,28.0,1015,989,499,671,474,155,20,185
1991,6,29.0,986,904,565,573,384,128,19,221
1991,6,30.0,674,641,299,444,343,112,24,93
1991,6,31.0,5237,4958,1954,3247,2923,1066,141,864
1991,6,32.0,1112,1122,666,584,438,159,27,360
1991,6,33.0,12541,11979,5484,7731,6257,2472,463,2113
1991,6,34.0,4138,4066,2483,2352,1465,471,64,1369
1991,6,35.0,411,363,192,269,188,54,8,63
1991,6,36.0,6866,6716,3724,4115,2835,929,124,1855
1991,6,37.0,1908,1921,1320,1020,607,206,25,651
1991,6,38.0,1849,1768,961,1045,788,325,54,444
1991,6,39.0,7259,6673,3425,4341,3413,1172,144,1437
1991,6,40.0,646,598,282,418,290,111,13,130
1991,6,41.0,2372,2275,1426,1315,790,263,35,818
1991,6,42.0,450,448,246,297,190,54,8,103
1991,6,43.0,3082,2866,1879,1621,1006,372,50,1020
1991,6,44.0,12924,12288,7472,7096,4839,1610,262,3933
1991,6,45.0,1616,1439,968,916,586,216,47,322
1991,6,46.0,358,372,178,242,174,67,11,58
1991,6,47.0,4116,3916,2060,2462,1769,736,106,899
1991,6,48.0,3479,3376,1736,2063,1580,629,118,729
1991,6,49.0,976,921,633,533,271,101,26,333
1991,6,50.0,3081,2863,1361,2069,1392,451,65,606
1991,6,51.0,292,286,174,164,121,45,5,69
1991,6,52.0,0,2,0,2,0,0,0,0
1991,6,53.0,3,2,2,0,1,1,1,0
1991,6,55.0,7,2,2,3,3,1,0,0
1991,6,57.0,165,133,69,112,63,22,3,29
1991,6,59.0,39,24,12,10,25,8,3,5
1991,7,1.0,2851,2801,1786,1528,928,261,42,1107
1991,7,2.0,528,494,255,304,230,106,18,109
1991,7,3.0,3070,2835,1675,1726,1145,396,86,877
1991,7,4.0,1622,1537,1075,820,446,142,26,650
1991,7,5.0,27376,26009,13801,15565,11750,4999,996,6274
1991,7,6.0,2413,2440,1186,1414,1113,481,73,586
1991,7,7.0,2188,2065,829,1353,1173,494,59,345
1991,7,8.0,534,437,248,295,224,71,14,119
1991,7,9.0,551,527,279,266,227,94,21,191
1991,7,10.0,8456,8073,4480,4854,3451,1272,197,2275
1991,7,11.0,4945,4738,2909,2722,1799,637,84,1532
1991,7,12.0,826,792,398,455,397,165,29,174
1991,7,13.0,768,692,479,395,293,82,17,194
1991,7,14.0,8920,8497,4295,5206,4039,1434,208,2235
1991,7,15.0,3932,3705,2246,2380,1417,453,58,1083
1991,7,16.0,1799,1627,951,1138,741,211,28,357
1991,7,17.0,1769,1733,1014,1060,750,248,41,389
1991,7,18.0,2525,2441,1585,1362,833,262,43,881
1991,7,19.0,3199,3193,1961,1783,1063,387,55,1143
1991,7,20.0,812,750,439,503,307,96,16,201
1991,7,21.0,3585,3429,1622,2154,1722,660,125,731
1991,7,22.0,3943,3886,1486,2507,2249,844,140,603
1991,7,23.0,6596,6584,3536,3989,2838,885,139,1793
1991,7,24.0,3088,2944,1356,2037,1543,550,71,475
1991,7,25.0,2020,2036,1346,1040,556,204,34,876
1991,7,26.0,3672,3449,2059,2110,1407,474,74,997
1991,7,27.0,508,483,265,307,193,86,8,132
1991,7,28.0,1129,1012,519,726,481,167,21,227
1991,7,29.0,977,893,546,573,348,136,19,248
1991,7,30.0,738,711,310,495,391,128,14,111
1991,7,31.0,5442,5157,2035,3308,3079,1103,173,901
1991,7,32.0,1286,1167,757,647,430,167,45,407
1991,7,33.0,13049,12584,5752,7932,6498,2628,508,2315
1991,7,34.0,4607,4251,2718,2508,1635,564,63,1370
1991,7,35.0,405,392,215,276,181,61,8,56
1991,7,36.0,7713,7077,4151,4357,3123,1048,123,1988
1991,7,37.0,2251,2074,1441,1198,719,205,35,727
1991,7,38.0,1941,1837,987,1101,823,356,60,451
1991,7,39.0,7531,7336,3661,4621,3539,1215,193,1638
1991,7,40.0,630,643,284,398,333,112,24,122
1991,7,41.0,2484,2405,1547,1436,805,264,31,806
1991,7,42.0,478,469,296,304,187,52,6,102
1991,7,43.0,3376,3314,2119,1831,1104,376,66,1194
1991,7,44.0,14326,13908,8237,8003,5321,1871,293,4509
1991,7,45.0,1585,1592,1031,943,598,233,39,333
1991,7,46.0,349,305,169,189,155,68,15,58
1991,7,47.0,4344,4174,2249,2522,1883,780,124,960
1991,7,48.0,3739,3542,1966,2152,1655,601,100,807
1991,7,49.0,1051,953,643,556,313,107,16,369
1991,7,50.0,3184,3222,1560,2126,1519,498,75,628
1991,7,51.0,303,284,187,170,109,41,5,75
1991,7,52.0,6,0,2,1,1,1,0,1
1991,7,53.0,0,3,1,1,1,0,0,0
1991,7,55.0,10,4,4,4,2,4,0,0
1991,7,57.0,155,153,88,92,71,23,5,29
1991,7,59.0,44,39,11,30,25,12,1,4
1991,8,1.0,2952,2761,1867,1562,865,317,42,1060
1991,8,2.0,536,522,277,312,237,98,23,111
1991,8,3.0,3187,3117,1835,1821,1175,462,73,938
1991,8,4.0,1638,1558,1141,805,430,163,20,637
1991,8,5.0,28121,26738,14368,15879,12066,5088,995,6463
1991,8,6.0,2363,2316,1188,1358,1066,435,69,563
1991,8,7.0,2175,2124,782,1328,1261,506,54,368
1991,8,8.0,494,512,259,314,228,72,17,116
1991,8,9.0,530,475,267,263,178,91,33,173
1991,8,10.0,8926,8604,4628,5149,3720,1395,225,2413
1991,8,11.0,5158,4954,2993,2902,1784,649,85,1699
1991,8,12.0,920,794,474,464,368,184,34,190
1991,8,13.0,743,675,470,372,251,99,21,205
1991,8,14.0,8869,8567,4313,5062,4138,1483,184,2256
1991,8,15.0,3982,3654,2292,2322,1410,453,66,1093
1991,8,16.0,1750,1664,991,1131,690,216,31,355
1991,8,17.0,1743,1677,960,1013,686,260,33,468
1991,8,18.0,2395,2354,1523,1318,776,239,48,845
1991,8,19.0,3419,3307,2162,1793,1103,405,54,1209
1991,8,20.0,716,704,381,486,269,106,12,166
1991,8,21.0,3533,3442,1619,2066,1802,692,101,695
1991,8,22.0,3937,3718,1450,2411,2196,886,131,581
1991,8,23.0,6742,6518,3491,4013,2955,935,145,1721
1991,8,24.0,3002,2922,1296,2013,1532,524,71,488
1991,8,25.0,2051,1940,1314,1004,528,208,27,910
1991,8,26.0,3604,3433,2017,2024,1391,504,73,1028
1991,8,27.0,506,477,262,276,235,85,18,107
1991,8,28.0,1121,1003,563,696,480,150,25,210
1991,8,29.0,1021,1023,584,603,423,147,20,267
1991,8,30.0,724,672,305,449,388,134,14,106
1991,8,31.0,5403,5298,2085,3284,3079,1189,182,882
1991,8,32.0,1279,1196,739,680,441,187,39,389
1991,8,33.0,13014,12674,5667,7827,6550,2703,488,2453
1991,8,34.0,4690,4507,2768,2575,1755,545,79,1475
1991,8,35.0,386,374,209,253,170,60,4,64
1991,8,36.0,7532,7234,4192,4342,3043,970,144,2075
1991,8,37.0,2168,2043,1396,1084,691,246,37,757
1991,8,38.0,1962,1822,1058,1081,791,354,64,436
1991,8,39.0,7620,7223,3625,4641,3483,1337,197,1560
1991,8,40.0,629,624,292,411,326,104,19,101
1991,8,41.0,2707,2582,1684,1481,878,303,54,889
1991,8,42.0,476,469,268,326,191,55,7,98
1991,8,43.0,3448,3309,2123,1880,1106,400,67,1181
1991,8,44.0,14697,14107,8465,7966,5469,1905,290,4709
1991,8,45.0,1546,1550,969,925,574,244,36,348
1991,8,46.0,352,340,172,192,164,74,11,79
1991,8,47.0,4337,4191,2264,2555,1836,763,112,998
1991,8,48.0,3583,3411,1805,2058,1598,654,104,775
1991,8,49.0,1057,994,704,570,304,120,11,342
1991,8,50.0,3248,3021,1500,2071,1466,516,71,645
1991,8,51.0,296,304,180,171,111,48,4,86
1991,8,52.0,0,1,0,1,0,0,0,0
1991,8,53.0,2,2,0,0,2,1,1,0
1991,8,55.0,5,3,1,4,2,0,0,1
1991,8,57.0,167,196,87,127,86,22,0,41
1991,8,59.0,29,29,9,18,19,6,2,4
1991,9,1.0,2884,2704,1765,1545,864,304,46,1064
1991,9,2.0,501,480,262,298,205,92,15,109
1991,9,3.0,3128,2950,1802,1672,1220,434,84,866
1991,9,4.0,1594,1526,1070,776,451,169,25,629
1991,9,5.0,27741,26723,14217,15779,12001,4961,1011,6495
1991,9,6.0,2360,2276,1191,1286,1102,415,61,581
1991,9,7.0,2150,2018,805,1342,1193,429,72,327
1991,9,8.0,484,467,235,295,222,70,10,119
1991,9,9.0,500,503,264,260,212,88,19,160
1991,9,10.0,8655,8284,4546,4849,3518,1355,220,2451
1991,9,11.0,4787,4753,2845,2713,1724,603,88,1567
1991,9,12.0,907,855,470,497,399,196,24,176
1991,9,13.0,757,727,477,401,297,96,15,198
1991,9,14.0,8448,8220,4074,5005,3858,1398,212,2121
1991,9,15.0,3904,3612,2261,2258,1383,469,63,1082
1991,9,16.0,1759,1707,943,1119,759,239,33,373
1991,9,17.0,1679,1573,950,990,651,241,28,392
1991,9,18.0,2392,2322,1541,1314,735,247,39,838
1991,9,19.0,3390,3255,2048,1821,1162,415,69,1130
1991,9,20.0,715,699,388,467,309,93,19,138
1991,9,21.0,3450,3306,1543,2084,1708,646,107,668
1991,9,22.0,3738,3580,1404,2253,2078,843,128,612
1991,9,23.0,6448,6164,3337,3930,2634,963,128,1620
1991,9,24.0,2919,2735,1202,1953,1480,453,76,490
1991,9,25.0,1957,1967,1308,1035,561,174,28,818
1991,9,26.0,3476,3272,1903,2021,1353,436,67,968
1991,9,27.0,474,520,271,293,215,84,16,115
1991,9,28.0,993,950,512,639,421,145,28,198
1991,9,29.0,1044,903,584,558,390,135,27,253
1991,9,30.0,667,650,299,439,339,137,13,90
1991,9,31.0,5240,4945,1994,3138,2933,1119,152,849
1991,9,32.0,1229,1228,722,691,460,159,41,384
1991,9,33.0,12622,12154,5407,7654,6391,2611,471,2242
1991,9,34.0,4551,4226,2715,2366,1586,563,87,1460
1991,9,35.0,391,389,205,244,191,57,10,73
1991,9,36.0,7075,6956,3933,4182,2850,1019,157,1890
1991,9,37.0,2199,2077,1407,1103,742,248,46,730
1991,9,38.0,1751,1828,960,1010,801,296,56,456
1991,9,39.0,7441,6929,3549,4351,3477,1278,180,1535
1991,9,40.0,622,552,282,380,307,100,20,85
1991,9,41.0,2554,2404,1585,1356,834,297,43,843
1991,9,42.0,460,456,240,299,205,59,13,100
1991,9,43.0,3274,3146,1951,1740,1127,352,47,1203
1991,9,44.0,14432,13524,8262,7711,5342,1922,291,4428
1991,9,45.0,1530,1475,914,891,619,204,37,340
1991,9,46.0,347,342,173,197,152,82,15,70
1991,9,47.0,4206,4232,2256,2577,1880,705,113,907
1991,9,48.0,3521,3434,1800,2035,1530,681,120,789
1991,9,49.0,965,926,652,505,296,104,25,309
1991,9,50.0,3213,2994,1530,2020,1453,466,75,663
1991,9,51.0,285,289,174,157,119,42,4,78
1991,9,53.0,4,2,1,1,2,2,0,0
1991,9,55.0,4,3,1,2,2,1,0,1
1991,9,57.0,155,127,84,85,65,15,5,28
1991,9,59.0,27,23,8,17,19,4,2,0
1991,10,1.0,2626,2575,1659,1398,852,279,36,977
1991,10,2.0,484,479,278,243,218,95,18,111
1991,10,3.0,3026,2746,1623,1597,1182,411,62,897
1991,10,4.0,1674,1550,1172,782,453,159,21,637
1991,10,5.0,27113,25941,14041,15300,11512,4999,986,6216
1991,10,6.0,2267,2172,1128,1240,1008,435,64,564
1991,10,7.0,2016,1934,745,1244,1122,448,68,323
1991,10,8.0,473,422,224,287,198,74,10,102
1991,10,9.0,509,526,281,241,199,120,23,171
1991,10,10.0,8518,8276,4524,4789,3661,1336,201,2283
1991,10,11.0,4596,4691,2772,2559,1701,640,101,1514
1991,10,12.0,905,838,443,521,390,161,32,196
1991,10,13.0,685,696,431,387,267,95,20,181
1991,10,14.0,8358,8040,3912,4798,3852,1460,218,2158
1991,10,15.0,3684,3487,2185,2189,1332,404,65,996
1991,10,16.0,1611,1706,932,1063,728,234,35,325
1991,10,17.0,1646,1569,853,1005,675,230,53,399
1991,10,18.0,2400,2274,1509,1316,727,264,45,813
1991,10,19.0,3211,3063,1918,1715,1088,399,58,1096
1991,10,20.0,688,640,389,422,260,107,15,135
1991,10,21.0,3375,3236,1510,1954,1737,650,103,657
1991,10,22.0,3673,3609,1405,2272,2068,826,145,566
1991,10,23.0,6305,6040,3262,3818,2604,926,123,1612
1991,10,24.0,2989,2748,1153,1941,1528,551,75,489
1991,10,25.0,1846,1846,1210,905,549,192,29,807
1991,10,26.0,3320,3282,1774,1971,1372,471,57,957
1991,10,27.0,542,491,303,307,199,105,20,99
1991,10,28.0,987,1035,502,658,482,145,19,216
1991,10,29.0,952,877,541,553,345,166,22,202
1991,10,30.0,713,664,287,445,399,128,26,92
1991,10,31.0,5107,4987,1932,3130,2944,1133,189,766
1991,10,32.0,1144,1162,690,625,396,189,37,369
1991,10,33.0,12600,12110,5563,7576,6287,2623,483,2178
1991,10,34.0,4345,4209,2555,2357,1629,575,71,1367
1991,10,35.0,376,340,183,230,173,57,9,64
1991,10,36.0,7023,6769,3877,4056,2896,882,150,1931
1991,10,37.0,2120,2105,1403,1126,726,244,30,696
1991,10,38.0,1776,1747,965,1035,738,309,54,422
1991,10,39.0,7173,6989,3388,4321,3435,1313,177,1528
1991,10,40.0,615,618,293,365,318,120,12,125
1991,10,41.0,2443,2366,1501,1339,861,290,49,769
1991,10,42.0,510,490,287,304,214,77,12,106
1991,10,43.0,3166,3064,2002,1692,1016,354,59,1107
1991,10,44.0,14443,13724,8313,7864,5348,1878,269,4495
1991,10,45.0,1543,1423,941,921,522,224,42,316
1991,10,46.0,328,311,165,189,141,60,7,77
1991,10,47.0,4078,3947,2102,2400,1770,729,127,897
1991,10,48.0,3429,3254,1744,2004,1522,614,100,699
1991,10,49.0,964,967,681,489,317,101,16,327
1991,10,50.0,3045,2948,1468,1934,1392,495,75,629
1991,10,51.0,268,263,160,160,86,41,7,77
1991,10,52.0,0,3,0,1,2,0,0,0
1991,10,53.0,3,3,0,3,1,2,0,0
1991,10,55.0,5,5,0,3,3,1,0,3
1991,10,57.0,172,208,110,127,86,18,6,33
1991,10,59.0,22,25,5,14,12,12,1,3
1991,11,1.0,2560,2419,1573,1347,838,268,40,913
1991,11,2.0,444,458,234,296,176,83,28,85
1991,11,3.0,2733,2728,1590,1538,1045,401,87,800
1991,11,4.0,1455,1427,969,768,398,160,21,566
1991,11,5.0,25024,23990,12855,14198,10659,4682,893,5727
1991,11,6.0,2151,2013,1029,1144,968,422,70,531
1991,11,7.0,1859,1795,695,1053,1049,449,75,333
1991,11,8.0,421,426,202,280,201,48,6,110
1991,11,9.0,467,465,244,237,181,99,25,146
1991,11,10.0,8034,7806,4196,4611,3307,1313,183,2230
1991,11,11.0,4449,4308,2581,2370,1610,572,97,1527
1991,11,12.0,853,788,398,473,377,183,38,172
1991,11,13.0,665,630,385,355,269,87,21,178
1991,11,14.0,7732,7513,3709,4468,3560,1341,198,1969
1991,11,15.0,3323,3205,2003,1883,1256,448,59,879
1991,11,16.0,1570,1481,770,1052,655,242,35,297
1991,11,17.0,1458,1356,770,873,595,188,33,355
1991,11,18.0,2173,2066,1365,1127,719,250,37,741
1991,11,19.0,3027,2878,1855,1615,978,348,65,1044
1991,11,20.0,643,608,346,402,247,112,16,128
1991,11,21.0,3093,2936,1391,1861,1486,594,83,614
1991,11,22.0,3498,3279,1271,2085,2003,769,133,516
1991,11,23.0,5825,5553,3012,3499,2445,830,135,1457
1991,11,24.0,2612,2514,1088,1722,1356,477,73,410
1991,11,25.0,1817,1743,1181,906,491,162,31,789
1991,11,26.0,3215,3045,1781,1858,1227,433,62,899
1991,11,27.0,460,463,243,245,220,80,17,118
1991,11,28.0,981,911,490,655,401,150,18,178
1991,11,29.0,899,834,512,526,318,138,16,223
1991,11,30.0,639,617,277,435,336,116,16,76
1991,11,31.0,4887,4619,1905,2887,2709,1110,162,733
1991,11,32.0,1133,1086,678,568,407,166,25,375
1991,11,33.0,11707,11252,5058,7102,5882,2366,415,2136
1991,11,34.0,4103,3935,2466,2095,1554,533,74,1316
1991,11,35.0,356,313,182,231,155,38,9,54
1991,11,36.0,6611,6178,3594,3667,2704,915,136,1773
1991,11,37.0,1958,1769,1251,1003,616,205,28,624
1991,11,38.0,1612,1582,911,863,655,324,50,391
1991,11,39.0,6621,6388,3222,3875,3147,1169,162,1434
1991,11,40.0,577,551,257,358,292,102,10,109
1991,11,41.0,2252,2273,1328,1273,790,281,46,807
1991,11,42.0,458,419,250,267,177,75,15,93
1991,11,43.0,2985,2883,1830,1604,993,352,54,1035
1991,11,44.0,13316,12735,7664,7238,4879,1833,256,4181
1991,11,45.0,1381,1327,871,781,497,223,42,294
1991,11,46.0,310,252,141,173,135,62,10,41
1991,11,47.0,3771,3871,2001,2269,1654,732,94,892
1991,11,48.0,3029,2972,1572,1777,1337,556,88,671
1991,11,49.0,930,859,622,480,259,98,14,316
1991,11,50.0,2819,2714,1391,1793,1257,465,67,560
1991,11,51.0,256,250,141,149,86,38,4,88
1991,11,52.0,1,1,0,0,0,0,0,2
1991,11,53.0,2,2,0,2,0,1,0,1
1991,11,54.0,0,1,1,0,0,0,0,0
1991,11,55.0,4,8,1,5,2,3,0,1
1991,11,57.0,140,166,82,89,69,27,6,33
1991,11,59.0,21,31,8,16,17,7,2,2
1991,12,1.0,2674,2615,1654,1439,848,310,47,991
1991,12,2.0,478,469,265,281,189,100,22,90
1991,12,3.0,2907,2903,1696,1644,1112,414,69,875
1991,12,4.0,1554,1492,1048,752,463,140,23,620
1991,12,5.0,26344,24909,13403,14572,11141,4902,999,6236
1991,12,6.0,2136,2062,1050,1213,1005,417,59,454
1991,12,7.0,2004,1925,776,1182,1111,443,86,331
1991,12,8.0,484,468,246,288,209,58,16,135
1991,12,9.0,509,468,276,233,204,87,19,158
1991,12,10.0,8621,8020,4447,4754,3514,1366,265,2295
1991,12,11.0,4833,4650,2808,2653,1751,643,63,1565
1991,12,12.0,929,863,460,516,418,165,41,192
1991,12,13.0,655,623,423,332,238,91,17,177
1991,12,14.0,8030,7745,3908,4553,3616,1372,200,2126
1991,12,15.0,3637,3475,2114,2094,1320,450,66,1068
1991,12,16.0,1654,1542,867,1073,652,215,29,360
1991,12,17.0,1601,1509,878,918,675,236,34,369
1991,12,18.0,2322,2188,1519,1249,750,223,37,732
1991,12,19.0,3264,3137,1964,1714,1078,413,70,1162
1991,12,20.0,714,630,390,405,291,98,12,148
1991,12,21.0,3347,3261,1496,1939,1672,729,118,654
1991,12,22.0,3644,3327,1282,2142,1994,845,164,544
1991,12,23.0,6155,5766,3135,3553,2605,924,134,1570
1991,12,24.0,2687,2701,1189,1782,1380,528,64,445
1991,12,25.0,1868,1866,1257,911,537,187,25,817
1991,12,26.0,3211,3190,1782,1896,1233,460,72,958
1991,12,27.0,415,458,256,248,182,80,9,98
1991,12,28.0,1007,990,483,708,424,156,22,204
1991,12,29.0,908,919,511,538,346,166,17,249
1991,12,30.0,612,625,263,407,345,110,21,91
1991,12,31.0,4923,4713,1914,2918,2663,1119,171,851
1991,12,32.0,1177,1137,656,611,420,176,32,419
1991,12,33.0,12351,11555,5297,7180,6156,2580,456,2237
1991,12,34.0,4547,4310,2662,2439,1633,583,64,1476
1991,12,35.0,317,362,189,226,149,51,15,49
1991,12,36.0,6916,6592,3765,3926,2835,959,142,1881
1991,12,37.0,2042,1995,1280,1079,679,244,48,707
1991,12,38.0,1756,1644,949,991,642,301,64,453
1991,12,39.0,6899,6693,3223,4123,3309,1232,181,1524
1991,12,40.0,611,557,272,362,276,104,19,135
1991,12,41.0,2544,2435,1503,1401,873,306,39,857
1991,12,42.0,468,411,237,283,192,59,9,99
1991,12,43.0,3196,3119,2067,1667,1109,382,60,1030
1991,12,44.0,14104,13517,8144,7671,5173,1909,339,4385
1991,12,45.0,1571,1403,961,860,568,233,45,307
1991,12,46.0,304,302,155,178,149,59,9,56
1991,12,47.0,4181,4041,2129,2359,1870,742,126,996
1991,12,48.0,3301,3053,1681,1882,1412,603,112,664
1991,12,49.0,939,945,647,496,281,98,18,344
1991,12,50.0,3002,2722,1397,1858,1329,472,63,605
1991,12,51.0,291,274,184,144,111,44,8,74
1991,12,52.0,1,2,1,0,1,0,0,1
1991,12,53.0,3,2,1,1,1,1,1,0
1991,12,54.0,1,0,0,0,1,0,0,0
1991,12,55.0,6,2,1,2,3,2,0,0
1991,12,57.0,147,150,75,89,76,18,6,33
1991,12,59.0,23,28,5,15,20,7,3,1
1992,1,1.0,2659,2534,1636,1417,877,276,46,941
1992,1,2.0,497,477,261,278,210,104,13,108
1992,1,3.0,2846,2840,1609,1615,1113,426,55,868
1992,1,4.0,1493,1410,1010,728,402,150,25,588
1992,1,5.0,25779,24050,13058,14299,10832,4816,953,5871
1992,1,6.0,2228,2157,1063,1260,1019,429,65,549
1992,1,7.0,1975,1896,749,1201,1097,413,66,345
1992,1,8.0,421,453,244,266,180,60,12,112
1992,1,9.0,480,488,264,244,188,89,17,166
1992,1,10.0,8091,7694,4288,4588,3324,1199,237,2149
1992,1,11.0,4720,4487,2737,2507,1733,619,107,1504
1992,1,12.0,914,806,483,487,369,179,34,168
1992,1,13.0,723,641,428,374,242,104,26,190
1992,1,14.0,8039,7570,3791,4544,3575,1334,206,2159
1992,1,15.0,3585,3355,2139,2057,1306,400,72,966
1992,1,16.0,1603,1495,837,972,706,214,21,348
1992,1,17.0,1608,1493,890,944,615,199,32,421
1992,1,18.0,2268,2145,1430,1187,761,258,38,739
1992,1,19.0,3057,2814,1836,1611,983,342,56,1043
1992,1,20.0,708,687,396,459,269,114,11,146
1992,1,21.0,3305,3171,1479,1991,1586,654,89,677
1992,1,22.0,3628,3368,1361,2087,1998,807,137,606
1992,1,23.0,6075,5706,3095,3498,2525,938,120,1605
1992,1,24.0,2717,2558,1141,1753,1385,479,80,437
1992,1,25.0,1841,1667,1204,856,519,167,24,738
1992,1,26.0,3124,3006,1727,1842,1200,420,58,883
1992,1,27.0,462,426,234,265,183,72,10,124
1992,1,28.0,992,1036,534,623,454,185,23,209
1992,1,29.0,876,864,510,509,330,145,19,227
1992,1,30.0,655,640,265,451,332,122,25,100
1992,1,31.0,5055,4803,1873,3149,2681,1138,177,840
1992,1,32.0,1144,1154,732,599,381,155,31,400
1992,1,33.0,12189,11679,5238,7211,6075,2581,530,2233
1992,1,34.0,4460,4424,2766,2511,1611,518,98,1380
1992,1,35.0,366,345,193,240,145,54,6,73
1992,1,36.0,6688,6496,3733,3748,2664,959,149,1931
1992,1,37.0,2027,1932,1330,1041,633,232,44,679
1992,1,38.0,1772,1652,956,953,727,275,55,458
1992,1,39.0,6896,6496,3351,4070,3130,1232,158,1451
