year,month,state_code,boys_total,girls_total,mother_age_20_24,mother_age_25_29,mother_age_30_34,mother_age_35_39,mother_age_40_plus,mother_age_under_20
1989,1,1.0,2595,2404,1540,1421,819,263,48,908
1989,1,2.0,454,484,261,300,186,89,16,86
1989,1,3.0,2724,2607,1549,1576,1028,369,72,737
1989,1,4.0,1510,1453,1017,817,405,109,22,593
1989,1,5.0,22786,21997,11550,13701,9717,3847,665,5303
1989,1,6.0,2129,1971,1067,1262,870,391,45,465
1989,1,7.0,1933,1920,828,1271,1023,350,51,330
1989,1,8.0,447,400,241,279,155,60,7,105
1989,1,9.0,465,468,260,250,170,89,11,153
1989,1,10.0,7978,7691,4307,4844,3050,1064,189,2215
1989,1,11.0,4578,4334,2717,2561,1481,503,79,1571
1989,1,12.0,786,765,447,438,335,150,23,158
1989,1,13.0,634,572,339,383,240,75,13,156
1989,1,14.0,7427,7282,3698,4570,3183,1079,167,2012
1989,1,15.0,3389,3237,1968,2094,1173,367,52,972
1989,1,16.0,1621,1528,878,1113,646,178,16,318
1989,1,17.0,1620,1543,946,1012,656,173,27,349
1989,1,18.0,2190,2117,1444,1228,606,195,30,804
1989,1,19.0,3225,3055,1950,1765,1068,343,64,1090
1989,1,20.0,673,677,396,461,236,78,10,169
1989,1,21.0,3189,3029,1547,1965,1390,497,66,753
1989,1,22.0,3578,3463,1473,2257,1843,682,114,672
1989,1,23.0,5795,5490,3103,3608,2279,716,115,1464
1989,1,24.0,2647,2631,1224,1915,1279,382,55,423
1989,1,25.0,1832,1756,1163,913,527,149,25,811
1989,1,26.0,3240,3023,1792,2004,1110,385,39,933
1989,1,27.0,449,464,259,291,201,60,7,95
1989,1,28.0,965,908,513,644,397,120,18,181
1989,1,29.0,764,729,415,463,303,100,13,199
1989,1,30.0,715,700,351,497,345,103,12,107
1989,1,31.0,5025,4726,1994,3202,2566,942,153,894
1989,1,32.0,1099,1031,642,608,362,144,26,348
1989,1,33.0,11823,11357,5442,7464,5447,2188,416,2223
1989,1,34.0,4149,4000,2480,2405,1408,435,66,1355
1989,1,35.0,400,375,209,273,167,59,3,64
1989,1,36.0,6689,6229,3751,3939,2506,810,117,1795
1989,1,37.0,1979,1863,1219,1119,623,181,40,660
1989,1,38.0,1705,1559,919,1007,659,253,36,390
1989,1,39.0,6885,6467,3354,4314,3021,949,139,1575
1989,1,40.0,580,536,276,363,259,96,9,113
1989,1,41.0,2289,2280,1425,1322,769,235,33,785
1989,1,42.0,481,457,258,315,189,68,11,97
1989,1,43.0,2979,2917,1890,1596,936,323,39,1112
1989,1,44.0,12564,11960,7250,7449,4376,1443,207,3799
1989,1,45.0,1384,1344,817,863,559,161,44,284
1989,1,46.0,368,307,166,234,144,65,9,57
1989,1,47.0,3996,3719,2085,2366,1634,588,118,924
1989,1,48.0,3000,2880,1519,1881,1339,467,66,608
1989,1,49.0,915,877,585,521,261,81,14,330
1989,1,50.0,2917,2724,1458,1982,1195,362,62,582
1989,1,51.0,280,271,169,171,105,38,6,62
1989,1,52.0,1,0,0,0,0,0,1,0
1989,1,53.0,1,3,1,3,0,0,0,0
1989,1,55.0,0,1,1,0,0,0,0,0
1989,1,57.0,176,148,77,121,63,22,8,33
1989,1,59.0,29,20,4,23,15,6,0,1
1989,2,1.0,2420,2348,1516,1377,752,219,38,866
1989,2,2.0,454,494,244,299,201,100,13,91
1989,2,3.0,2626,2424,1433,1554,1001,303,59,700
1989,2,4.0,1412,1283,916,716,370,119,25,549
1989,2,5.0,21193,20299,10724,12894,8964,3650,620,4640
1989,2,6.0,2046,1962,941,1291,929,335,52,460
1989,2,7.0,1891,1760,735,1224,992,329,41,330
1989,2,8.0,416,386,215,263,151,51,5,117
1989,2,9.0,448,453,246,211,188,81,13,162
1989,2,10.0,7356,6986,3928,4482,2883,941,144,1964
1989,2,11.0,4287,4029,2484,2416,1481,436,82,1417
1989,2,12.0,740,691,387,398,331,139,26,150
1989,2,13.0,555,542,341,335,185,90,12,134
1989,2,14.0,7314,7137,3568,4601,3121,1050,170,1941
1989,2,15.0,3188,3011,1849,1976,1119,301,49,905
1989,2,16.0,1504,1433,839,1011,588,185,28,286
1989,2,17.0,1503,1437,798,987,612,173,18,352
1989,2,18.0,2154,1905,1319,1187,621,202,22,708
1989,2,19.0,2831,2705,1650,1623,894,311,53,1005
1989,2,20.0,657,634,371,426,246,102,11,135
1989,2,21.0,2890,2835,1392,1851,1315,468,69,630
1989,2,22.0,3505,3290,1371,2276,1816,642,96,594
1989,2,23.0,5595,5326,2929,3617,2178,681,83,1433
1989,2,24.0,2453,2454,1134,1827,1192,337,44,373
1989,2,25.0,1683,1623,1054,862,489,149,22,730
1989,2,26.0,3006,2838,1657,1887,1093,338,46,823
1989,2,27.0,437,439,265,288,164,54,10,95
1989,2,28.0,897,875,457,653,371,118,13,160
1989,2,29.0,711,681,391,456,270,98,10,167
1989,2,30.0,642,670,308,488,314,101,14,87
1989,2,31.0,4623,4365,1871,2973,2396,799,127,822
1989,2,32.0,1058,974,612,602,333,142,19,324
1989,2,33.0,11090,10352,5035,6885,5132,1966,350,2074
1989,2,34.0,3884,3655,2263,2290,1290,391,59,1246
1989,2,35.0,377,367,195,279,174,36,10,50
1989,2,36.0,6389,6017,3423,3924,2461,752,100,1746
1989,2,37.0,1835,1846,1138,1162,603,170,26,582
1989,2,38.0,1584,1425,786,962,635,238,39,349
1989,2,39.0,6548,6013,3109,4100,2865,944,125,1418
1989,2,40.0,587,525,286,373,249,72,7,125
1989,2,41.0,2198,2124,1373,1263,673,215,25,773
1989,2,42.0,448,379,236,280,164,43,13,91
1989,2,43.0,2828,2810,1699,1661,920,264,41,1053
1989,2,44.0,11650,11242,6685,6906,4179,1363,223,3536
1989,2,45.0,1354,1286,788,891,503,178,29,251
1989,2,46.0,306,282,149,196,138,41,10,54
1989,2,47.0,3690,3486,1876,2256,1520,512,75,937
1989,2,48.0,2777,2724,1445,1756,1265,436,53,546
1989,2,49.0,836,802,551,417,277,74,15,304
1989,2,50.0,2707,2658,1344,1929,1140,364,44,544
1989,2,51.0,282,244,165,173,85,47,4,52
1989,2,52.0,1,2,1,0,1,0,0,1
1989,2,53.0,1,0,0,0,1,0,0,0
1989,2,55.0,7,7,2,1,5,5,0,1
1989,2,57.0,150,159,89,105,60,26,5,24
1989,2,59.0,23,16,6,8,19,5,0,1
1989,3,1.0,2711,2492,1573,1569,820,286,42,913
1989,3,2.0,465,479,236,296,214,95,7,96
1989,3,3.0,2912,2638,1610,1707,1078,390,65,700
1989,3,4.0,1550,1467,1070,811,416,140,11,569
1989,3,5.0,23836,22639,11889,14417,10248,3899,701,5321
1989,3,6.0,2273,2206,1095,1415,998,423,52,496
1989,3,7.0,2176,2014,839,1377,1157,421,41,355
1989,3,8.0,442,430,251,261,180,64,7,109
1989,3,9.0,486,465,254,229,185,88,21,174
1989,3,10.0,8376,7769,4373,4965,3190,1203,174,2240
1989,3,11.0,4669,4517,2733,2668,1569,515,82,1619
1989,3,12.0,842,758,463,447,373,147,12,158
1989,3,13.0,672,665,394,426,263,83,18,153
1989,3,14.0,8232,7811,3840,5133,3591,1203,166,2110
1989,3,15.0,3756,3402,2115,2245,1273,392,42,1091
1989,3,16.0,1735,1659,927,1179,684,196,30,378
1989,3,17.0,1724,1557,912,1100,657,205,27,380
1989,3,18.0,2345,2192,1459,1272,741,215,42,808
1989,3,19.0,3043,2977,1813,1777,1036,305,42,1047
1989,3,20.0,786,683,436,488,302,89,16,138
1989,3,21.0,3400,3213,1520,2155,1590,531,85,732
1989,3,22.0,4023,3865,1608,2694,2055,757,112,662
1989,3,23.0,6428,5999,3181,4113,2544,822,91,1676
1989,3,24.0,2940,2802,1290,2134,1388,450,54,426
1989,3,25.0,1820,1697,1081,993,503,145,23,772
1989,3,26.0,3389,3154,1798,2152,1217,383,56,937
1989,3,27.0,526,486,254,332,244,76,9,97
1989,3,28.0,1073,986,556,722,460,113,15,193
1989,3,29.0,792,778,472,532,274,87,16,189
1989,3,30.0,754,832,375,563,402,124,20,102
1989,3,31.0,5345,5062,2069,3462,2845,953,143,935
1989,3,32.0,1131,1149,638,671,437,137,27,370
1989,3,33.0,12413,11955,5623,7829,5991,2249,378,2298
1989,3,34.0,4429,4166,2589,2558,1481,492,61,1414
1989,3,35.0,391,396,191,294,186,51,10,55
1989,3,36.0,7252,6965,3830,4502,2898,817,112,2058
1989,3,37.0,2101,1872,1231,1252,652,170,30,638
1989,3,38.0,1822,1716,1012,1047,747,279,27,426
1989,3,39.0,7397,7195,3588,4733,3455,1057,158,1601
1989,3,40.0,624,611,298,407,274,96,15,145
1989,3,41.0,2409,2349,1446,1388,810,285,26,803
1989,3,42.0,499,469,268,331,212,53,10,94
1989,3,43.0,3101,3031,1860,1855,1004,322,34,1057
1989,3,44.0,13139,12809,7388,7964,4841,1475,212,4068
1989,3,45.0,1642,1488,943,1003,635,209,35,305
1989,3,46.0,379,386,216,222,182,73,7,65
1989,3,47.0,4188,3985,2140,2583,1761,631,95,963
1989,3,48.0,3320,3169,1662,2095,1381,543,85,723
1989,3,49.0,953,926,605,538,278,99,19,340
1989,3,50.0,3200,3044,1521,2223,1398,418,61,623
1989,3,51.0,321,305,155,222,119,38,5,87
1989,3,52.0,1,3,1,0,3,0,0,0
1989,3,53.0,0,4,0,2,1,1,0,0
1989,3,54.0,0,1,0,0,0,0,0,1
1989,3,55.0,5,7,2,3,2,4,0,1
1989,3,57.0,178,174,97,120,78,26,6,25
1989,3,59.0,17,20,4,13,12,5,1,2
1989,4,1.0,2450,2341,1448,1402,796,258,32,855
1989,4,2.0,461,451,252,281,209,83,8,79
1989,4,3.0,2623,2596,1475,1624,997,347,55,721
1989,4,4.0,1385,1344,890,795,379,94,16,555
1989,4,5.0,22615,21594,11374,13654,9734,3753,658,5036
1989,4,6.0,2262,2170,1057,1418,1048,378,45,486
1989,4,7.0,2072,1997,739,1410,1114,422,49,335
1989,4,8.0,443,426,219,314,178,39,9,110
1989,4,9.0,458,398,209,227,171,78,16,155
1989,4,10.0,7663,7103,3904,4602,2985,1083,147,2045
1989,4,11.0,4365,4152,2542,2488,1467,531,72,1417
1989,4,12.0,766,791,436,461,343,148,17,152
1989,4,13.0,675,607,369,436,236,84,13,144
1989,4,14.0,7585,7455,3601,4793,3428,1084,158,1976
1989,4,15.0,3314,3200,1911,2142,1168,313,55,925
1989,4,16.0,1579,1535,797,1096,692,185,23,321
1989,4,17.0,1574,1417,799,976,632,177,33,374
1989,4,18.0,2057,1971,1286,1194,643,205,30,670
1989,4,19.0,2799,2645,1666,1572,926,309,41,930
1989,4,20.0,703,709,430,450,274,90,8,160
1989,4,21.0,3086,2933,1384,1988,1398,536,80,633
1989,4,22.0,3920,3585,1484,2461,2078,721,106,655
1989,4,23.0,6225,5924,3168,4075,2541,734,107,1524
1989,4,24.0,2842,2801,1205,2185,1372,390,47,444
1989,4,25.0,1587,1611,1021,873,435,146,26,697
1989,4,26.0,3159,3013,1735,2005,1151,388,57,836
1989,4,27.0,502,470,233,345,206,74,6,108
1989,4,28.0,1009,980,520,705,427,134,16,187
1989,4,29.0,808,724,471,480,258,96,12,215
1989,4,30.0,744,720,339,543,363,101,10,108
1989,4,31.0,5044,4640,1829,3175,2793,885,124,878
1989,4,32.0,1138,1048,622,663,395,126,26,354
1989,4,33.0,11867,11316,5103,7681,5748,2125,388,2138
1989,4,34.0,4095,4063,2392,2499,1430,470,59,1308
1989,4,35.0,444,399,212,306,173,65,9,78
1989,4,36.0,6798,6445,3588,4241,2701,781,111,1821
1989,4,37.0,1919,1841,1180,1167,596,187,28,602
1989,4,38.0,1766,1673,934,1043,734,281,40,407
1989,4,39.0,7002,6431,3243,4426,3126,1033,121,1484
1989,4,40.0,563,578,253,390,299,74,14,111
1989,4,41.0,2292,2149,1370,1341,716,229,28,757
1989,4,42.0,450,434,255,309,179,50,9,82
1989,4,43.0,2932,2733,1728,1668,968,259,43,999
1989,4,44.0,12047,11509,6732,7115,4369,1421,212,3707
1989,4,45.0,1529,1466,840,1024,612,201,26,292
1989,4,46.0,343,384,169,258,172,58,5,65
1989,4,47.0,3937,3634,1970,2358,1687,588,85,883
1989,4,48.0,3162,3078,1598,1988,1389,498,79,688
1989,4,49.0,918,880,593,491,304,79,13,318
1989,4,50.0,2977,2853,1400,2096,1320,366,51,597
1989,4,51.0,303,305,154,203,136,35,5,75
1989,4,52.0,0,2,1,1,0,0,0,0
1989,4,53.0,2,1,0,1,0,2,0,0
1989,4,55.0,2,5,2,3,0,1,0,1
1989,4,56.0,0,1,0,1,0,0,0,0
1989,4,57.0,148,140,78,100,67,17,4,22
1989,4,59.0,23,18,7,15,15,3,1,0
1989,5,1.0,2537,2376,1475,1490,788,252,32,876
1989,5,2.0,543,487,241,344,251,86,11,97
1989,5,3.0,2799,2639,1574,1636,1078,380,65,705
1989,5,4.0,1506,1428,1033,795,385,142,19,560
1989,5,5.0,24469,23215,12178,14766,10522,4042,758,5418
1989,5,6.0,2391,2229,1128,1447,1080,391,64,510
1989,5,7.0,2163,1993,824,1378,1183,388,54,329
1989,5,8.0,432,430,211,288,193,55,13,102
1989,5,9.0,482,447,239,243,183,88,12,164
1989,5,10.0,8084,7615,4237,4902,3176,1107,178,2099
1989,5,11.0,4555,4227,2605,2645,1565,465,71,1431
1989,5,12.0,814,768,431,491,329,152,22,157
1989,5,13.0,743,696,425,452,280,104,14,164
1989,5,14.0,8095,7594,3818,5104,3475,1180,171,1941
1989,5,15.0,3451,3374,2034,2163,1244,368,52,964
1989,5,16.0,1718,1547,891,1151,658,217,23,325
1989,5,17.0,1647,1574,881,1060,689,198,25,368
1989,5,18.0,2279,2138,1334,1344,760,199,34,746
1989,5,19.0,2979,2774,1789,1668,986,280,48,982
1989,5,20.0,853,730,441,512,335,102,11,182
1989,5,21.0,3265,3371,1525,2099,1642,562,81,727
1989,5,22.0,4200,3782,1554,2718,2163,791,117,639
1989,5,23.0,6424,6038,3186,4180,2647,775,93,1581
1989,5,24.0,3132,2927,1305,2291,1522,449,60,432
1989,5,25.0,1748,1648,1086,912,508,154,19,717
1989,5,26.0,3275,3177,1839,2075,1253,379,46,860
1989,5,27.0,499,521,266,358,217,64,9,106
1989,5,28.0,1105,989,537,766,455,138,18,180
1989,5,29.0,880,777,480,520,312,106,20,219
1989,5,30.0,821,758,358,566,386,127,21,121
1989,5,31.0,5326,4966,1967,3471,2948,910,131,865
1989,5,32.0,1195,1165,684,712,409,172,24,359
1989,5,33.0,12509,11827,5348,7941,6219,2257,390,2181
1989,5,34.0,4164,4008,2420,2459,1477,446,62,1308
1989,5,35.0,452,413,210,333,189,54,6,73
1989,5,36.0,7029,6731,3804,4448,2763,820,91,1834
1989,5,37.0,1952,1880,1200,1186,643,194,28,581
1989,5,38.0,1967,1798,1000,1145,825,309,47,439
1989,5,39.0,7128,6919,3417,4511,3385,1041,144,1549
1989,5,40.0,631,608,285,441,292,85,8,128
1989,5,41.0,2335,2259,1368,1392,782,239,28,785
1989,5,42.0,437,441,232,302,178,51,4,111
1989,5,43.0,3043,2797,1796,1784,960,304,28,968
1989,5,44.0,12718,12329,7157,7593,4714,1513,209,3861
1989,5,45.0,1674,1496,925,1050,643,229,43,280
1989,5,46.0,378,377,205,237,167,70,11,65
1989,5,47.0,4073,3869,2102,2532,1733,629,90,856
1989,5,48.0,3464,3273,1739,2174,1540,523,78,683
1989,5,49.0,892,863,579,523,254,88,14,297
1989,5,50.0,3148,3053,1514,2208,1405,396,60,618
1989,5,51.0,281,294,152,202,113,37,2,69
1989,5,52.0,1,0,0,0,0,0,1,0
1989,5,53.0,4,1,2,1,1,1,0,0
1989,5,55.0,5,8,2,6,4,0,0,1
1989,5,57.0,164,141,87,118,57,16,5,22
1989,5,59.0,33,15,8,19,13,7,0,1
1989,6,1.0,2552,2456,1609,1458,812,229,37,863
1989,6,2.0,494,516,289,287,232,86,15,101
1989,6,3.0,2885,2680,1651,1686,1001,393,55,779
1989,6,4.0,1512,1359,1028,795,356,118,19,555
1989,6,5.0,24151,23120,12458,14461,10263,4071,750,5268
1989,6,6.0,2310,2187,1076,1424,1040,362,72,523
1989,6,7.0,2201,2100,869,1464,1168,393,63,344
1989,6,8.0,443,433,213,303,186,59,4,111
1989,6,9.0,533,502,280,250,192,97,20,196
1989,6,10.0,7887,7535,4206,4751,3092,1078,184,2111
1989,6,11.0,4594,4284,2651,2596,1555,475,51,1550
1989,6,12.0,777,792,411,497,351,137,24,149
1989,6,13.0,745,670,418,454,299,86,20,138
1989,6,14.0,8146,7932,3914,5070,3724,1129,177,2064
1989,6,15.0,3594,3329,2050,2236,1280,362,40,955
1989,6,16.0,1635,1596,864,1208,633,188,18,320
1989,6,17.0,1618,1512,845,1060,633,196,36,360
1989,6,18.0,2259,2096,1328,1330,695,221,35,746
1989,6,19.0,2933,2817,1748,1744,973,280,53,952
1989,6,20.0,813,747,443,515,327,114,7,154
1989,6,21.0,3366,3238,1575,2170,1552,525,65,717
1989,6,22.0,4033,3888,1645,2619,2159,781,102,615
1989,6,23.0,6435,6127,3286,4089,2624,834,103,1626
1989,6,24.0,2947,2851,1287,2175,1440,438,57,401
1989,6,25.0,1844,1744,1157,986,507,172,19,747
1989,6,26.0,3314,3210,1887,2105,1216,401,51,864
1989,6,27.0,577,512,308,340,252,72,11,106
1989,6,28.0,1032,1042,508,796,443,119,17,191
1989,6,29.0,884,795,505,512,298,130,22,212
1989,6,30.0,795,772,365,594,358,121,11,118
1989,6,31.0,5377,5058,2054,3540,2909,887,144,901
1989,6,32.0,1232,1143,732,672,407,160,28,376
1989,6,33.0,12838,12127,5749,8098,6173,2258,404,2283
1989,6,34.0,4292,4065,2581,2479,1450,464,61,1322
1989,6,35.0,384,420,211,286,174,61,18,54
1989,6,36.0,7316,6758,4019,4510,2769,788,131,1857
1989,6,37.0,2052,1981,1273,1151,673,198,34,704
1989,6,38.0,1823,1769,925,1146,755,283,42,441
1989,6,39.0,7497,7143,3562,4887,3362,1060,142,1627
1989,6,40.0,695,629,335,448,311,97,14,119
1989,6,41.0,2386,2344,1471,1409,821,238,33,758
1989,6,42.0,461,431,239,304,181,55,3,110
1989,6,43.0,3125,3038,1941,1842,980,292,30,1078
1989,6,44.0,12967,12220,7277,7766,4560,1562,234,3788
1989,6,45.0,1610,1554,950,1024,626,208,39,317
1989,6,46.0,415,349,179,269,180,62,9,65
1989,6,47.0,3993,3978,2104,2450,1783,664,81,889
1989,6,48.0,3391,3144,1731,2094,1449,504,66,691
1989,6,49.0,975,950,617,541,323,87,13,344
1989,6,50.0,3165,3119,1560,2231,1412,384,46,651
1989,6,51.0,305,303,182,175,123,41,8,79
1989,6,52.0,1,1,0,2,0,0,0,0
1989,6,53.0,0,2,0,0,1,0,1,0
1989,6,55.0,7,4,2,3,3,0,0,3
1989,6,57.0,180,139,64,122,80,22,1,30
1989,6,59.0,27,14,4,18,13,4,2,0
1989,7,1.0,2914,2710,1835,1565,886,263,50,1025
1989,7,2.0,508,439,270,277,197,82,20,101
1989,7,3.0,2981,2790,1675,1752,1087,380,73,804
1989,7,4.0,1716,1522,1065,904,462,131,23,653
1989,7,5.0,25167,24045,12882,15052,10610,4287,762,5619
1989,7,6.0,2365,2269,1163,1501,1046,374,55,495
1989,7,7.0,2361,2098,903,1434,1206,483,45,388
1989,7,8.0,517,493,307,297,232,54,6,114
1989,7,9.0,557,518,331,276,175,78,14,201
1989,7,10.0,8494,8059,4578,5112,3242,1131,194,2296
1989,7,11.0,5071,4754,3074,2871,1664,584,68,1564
1989,7,12.0,879,789,442,479,364,172,32,179
1989,7,13.0,733,683,458,421,272,89,15,161
1989,7,14.0,8821,8439,4335,5335,3838,1267,176,2309
1989,7,15.0,3919,3675,2243,2421,1382,408,49,1091
1989,7,16.0,1787,1632,968,1159,693,208,27,364
1989,7,17.0,1744,1685,960,1090,680,246,26,427
1989,7,18.0,2512,2286,1529,1417,751,235,34,832
1989,7,19.0,3095,3028,1970,1764,1000,333,52,1004
1989,7,20.0,838,769,465,567,280,101,9,185
1989,7,21.0,3628,3463,1736,2293,1599,585,97,781
1989,7,22.0,4105,4115,1674,2786,2179,779,118,684
1989,7,23.0,6841,6367,3535,4225,2682,853,104,1809
1989,7,24.0,3045,2855,1331,2105,1442,493,57,472
1989,7,25.0,1866,1873,1226,1002,491,157,26,837
1989,7,26.0,3474,3463,1950,2218,1338,400,50,981
1989,7,27.0,516,489,265,331,223,79,14,93
1989,7,28.0,1158,985,567,729,477,129,23,218
1989,7,29.0,902,838,519,550,312,103,26,230
1989,7,30.0,786,814,416,581,339,115,9,140
1989,7,31.0,5520,5276,2266,3485,2867,1025,135,1018
1989,7,32.0,1197,1194,707,667,431,172,28,386
1989,7,33.0,13371,12578,6071,8220,6370,2401,424,2463
1989,7,34.0,4635,4509,2739,2687,1616,474,75,1553
1989,7,35.0,413,406,227,315,151,64,7,55
1989,7,36.0,7342,7321,4110,4546,2911,951,130,2015
1989,7,37.0,2167,2048,1381,1227,686,169,46,706
1989,7,38.0,1879,1776,973,1099,786,299,58,440
1989,7,39.0,7726,7450,3848,4927,3558,1033,156,1654
1989,7,40.0,715,670,348,494,313,89,12,129
1989,7,41.0,2654,2512,1630,1494,842,263,31,906
1989,7,42.0,525,490,270,345,210,80,11,99
1989,7,43.0,3318,3112,2062,1839,1025,335,54,1115
1989,7,44.0,13636,13045,7772,8065,4796,1699,219,4130
1989,7,45.0,1596,1472,905,962,611,227,39,324
1989,7,46.0,408,356,200,254,171,68,8,63
1989,7,47.0,4420,4207,2424,2655,1821,633,125,969
1989,7,48.0,3324,3198,1768,2081,1397,484,88,704
1989,7,49.0,1022,964,686,534,305,95,14,352
1989,7,50.0,3348,3038,1575,2253,1456,420,62,620
1989,7,51.0,330,303,194,196,131,37,8,67
1989,7,52.0,0,1,0,0,1,0,0,0
1989,7,53.0,5,1,0,2,3,1,0,0
1989,7,54.0,1,0,0,0,1,0,0,0
1989,7,55.0,4,8,1,4,3,3,0,1
1989,7,57.0,175,158,85,114,68,29,2,35
1989,7,59.0,32,16,12,14,13,7,1,1
1989,8,1.0,2939,2720,1713,1569,907,303,46,1121
1989,8,2.0,527,508,281,313,234,82,16,109
1989,8,3.0,3167,2931,1745,1873,1156,408,77,839
1989,8,4.0,1655,1645,1126,945,431,126,24,648
1989,8,5.0,26571,25172,13520,16030,11163,4497,826,5707
1989,8,6.0,2355,2386,1163,1478,1077,434,50,539
1989,8,7.0,2292,2094,930,1472,1162,403,50,369
1989,8,8.0,494,478,282,308,188,59,10,125
1989,8,9.0,563,535,281,295,205,89,21,207
1989,8,10.0,9021,8618,4844,5396,3410,1252,184,2553
1989,8,11.0,5201,4896,3047,2915,1679,591,75,1790
1989,8,12.0,868,821,465,503,368,160,33,160
1989,8,13.0,710,703,425,425,274,94,13,182
1989,8,14.0,8866,8535,4385,5432,3803,1280,181,2320
1989,8,15.0,3991,3686,2283,2449,1364,407,61,1113
1989,8,16.0,1832,1707,981,1270,674,214,22,378
1989,8,17.0,1812,1699,982,1164,675,230,37,423
1989,8,18.0,2455,2381,1581,1380,749,222,37,867
1989,8,19.0,3460,3259,2084,1892,1157,364,49,1173
1989,8,20.0,799,748,471,520,283,102,12,159
1989,8,21.0,3626,3403,1719,2186,1657,589,98,780
1989,8,22.0,4183,3988,1750,2667,2114,806,110,724
1989,8,23.0,6801,6681,3643,4292,2822,870,117,1738
1989,8,24.0,3038,2934,1378,2155,1449,494,65,431
1989,8,25.0,2097,1908,1276,1079,587,166,27,870
1989,8,26.0,3662,3468,2059,2258,1352,393,53,1015
1989,8,27.0,546,474,281,342,203,84,9,101
1989,8,28.0,1104,1036,536,751,471,152,23,207
1989,8,29.0,925,906,549,582,341,126,22,211
1989,8,30.0,779,716,363,526,344,126,23,113
1989,8,31.0,5533,5363,2227,3497,2995,1061,149,967
1989,8,32.0,1258,1236,760,707,448,179,29,371
1989,8,33.0,13325,12836,6177,8157,6485,2463,460,2419
1989,8,34.0,4874,4607,2941,2737,1659,514,72,1558
1989,8,35.0,417,390,220,288,178,50,5,66
1989,8,36.0,7583,7243,4073,4646,2982,940,128,2057
1989,8,37.0,2213,2114,1439,1272,662,193,32,729
1989,8,38.0,1869,1703,1025,1076,705,268,52,446
1989,8,39.0,7967,7503,3755,4982,3520,1184,161,1868
1989,8,40.0,669,614,310,435,298,93,12,135
1989,8,41.0,2720,2587,1706,1559,837,263,47,895
1989,8,42.0,516,489,265,339,225,63,12,101
1989,8,43.0,3469,3333,2240,1922,1079,341,44,1176
1989,8,44.0,14572,13719,8222,8517,5114,1701,259,4478
1989,8,45.0,1654,1612,999,1022,617,247,51,330
1989,8,46.0,379,364,205,229,185,60,6,58
1989,8,47.0,4474,4328,2404,2720,1875,650,112,1041
1989,8,48.0,3424,3173,1769,2047,1459,527,84,711
1989,8,49.0,1055,1029,675,594,304,135,15,361
1989,8,50.0,3218,3156,1588,2262,1343,470,75,636
1989,8,51.0,297,319,187,188,123,33,6,79
1989,8,52.0,2,2,2,2,0,0,0,0
1989,8,53.0,0,1,0,0,1,0,0,0
1989,8,54.0,1,0,0,1,0,0,0,0
1989,8,55.0,5,6,2,5,3,1,0,0
1989,8,57.0,207,193,103,147,92,25,5,28
1989,8,59.0,34,30,16,13,21,9,1,4
1989,9,1.0,2863,2789,1759,1656,878,266,36,1057
1989,9,2.0,517,514,267,331,227,95,10,101
1989,9,3.0,3116,2995,1803,1870,1175,388,76,799
1989,9,4.0,1630,1591,1072,924,438,134,21,632
1989,9,5.0,26105,24900,13415,15522,10855,4475,841,5897
1989,9,6.0,2282,2233,1075,1398,1074,385,55,528
1989,9,7.0,2181,2149,890,1415,1164,420,69,372
1989,9,8.0,528,461,259,292,226,69,4,139
1989,9,9.0,537,479,262,263,185,93,12,201
1989,9,10.0,8721,8367,4571,5203,3365,1281,215,2453
1989,9,11.0,5015,4746,2977,2776,1779,539,57,1633
1989,9,12.0,833,831,463,516,335,151,32,167
1989,9,13.0,716,623,392,403,255,106,15,168
1989,9,14.0,8518,8283,4156,5353,3743,1205,198,2146
1989,9,15.0,3816,3586,2236,2254,1331,388,63,1130
1989,9,16.0,1715,1679,914,1218,667,205,23,367
1989,9,17.0,1777,1662,970,1071,733,215,40,410
1989,9,18.0,2504,2327,1562,1321,813,227,35,873
1989,9,19.0,3473,3210,2049,1951,1133,341,55,1154
1989,9,20.0,779,658,427,464,274,95,15,162
1989,9,21.0,3564,3407,1693,2224,1638,585,91,740
1989,9,22.0,4022,3906,1620,2593,2170,787,114,644
1989,9,23.0,6788,6474,3616,4149,2672,867,128,1830
1989,9,24.0,3001,2939,1368,2166,1467,468,57,414
1989,9,25.0,1941,1901,1253,985,535,183,28,858
1989,9,26.0,3594,3411,1891,2295,1319,419,72,1009
1989,9,27.0,477,509,266,345,208,62,9,96
1989,9,28.0,1122,1064,603,743,462,144,18,216
1989,9,29.0,888,862,502,562,327,131,14,214
1989,9,30.0,835,754,360,574,391,130,18,116
1989,9,31.0,5363,5217,2137,3423,2921,1021,134,944
1989,9,32.0,1277,1149,712,727,411,148,29,399
1989,9,33.0,13141,12227,5717,8135,6308,2419,422,2367
1989,9,34.0,4696,4710,2879,2724,1680,530,55,1538
1989,9,35.0,421,403,215,274,201,64,10,60
1989,9,36.0,7315,6934,3965,4327,2947,949,133,1928
1989,9,37.0,2084,2051,1257,1225,725,231,30,667
1989,9,38.0,1857,1712,967,1093,731,310,45,423
1989,9,39.0,7493,7341,3609,4846,3417,1134,141,1687
1989,9,40.0,627,659,304,436,314,91,15,126
1989,9,41.0,2640,2512,1567,1498,891,267,39,890
1989,9,42.0,512,415,251,311,181,61,7,116
1989,9,43.0,3304,3116,2007,1840,1066,350,68,1089
